title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,url,categoryName,categories/5,categories/6,categories/7,categories/8,categories/9,imageUrl
Alun alun cimahi,4.8,193.0,"4GGR+JV7, Jl.Raya Barat",Kota Cimahi,Jawa Barat,ID,,,Taman,,,,,https://www.google.com/maps/search/?api=1&query=Alun%20alun%20cimahi&query_place_id=ChIJFzH8KgDlaC4RNnbJva8buGs,Taman,,,,,,
"Joffi Ramen, Dimsum - Cimahi Kota",4.7,1014.0,Jl. Pabrik Aci No.5,Kota Cimahi,Jawa Barat,ID,,+62 821-1995-2746,Restoran Ramen,,,,,https://www.google.com/maps/search/?api=1&query=Joffi%20Ramen%2C%20Dimsum%20-%20Cimahi%20Kota&query_place_id=ChIJdbqpHyvlaC4RXLUIvjrCpjA,Restoran Ramen,,,,,,
TEMU KITA COFFEE TERRACE,4.6,430.0,"depan spbu, Gerbang hanjuang, Jl. Cihanjuang No.81A no A2",Kota Cimahi,Jawa Barat,ID,https://beacons.ai/temu_kita,+62 823-2566-1341,Kedai Kopi,Restoran,,,,https://www.google.com/maps/search/?api=1&query=TEMU%20KITA%20COFFEE%20TERRACE&query_place_id=ChIJe37Bsz_kaC4RfJYP8Tb2SmI,Kedai Kopi,,,,,,
Neka Kopi,4.2,2230.0,Jl. Ciawitali No.42,Kota Cimahi,Jawa Barat,ID,http://instagram.com/negerikayakopi/,+62 838-9180-4409,Kedai Kopi,Kafe,,,,https://www.google.com/maps/search/?api=1&query=Neka%20Kopi&query_place_id=ChIJ0ZFWADzlaC4RbYAY3Rn-kfE,Kedai Kopi,,,,,,
Kopi Calf To Go Cimahi,4.8,178.0,Jl. Jend. H. Amir Machmud No.589 a,Kota Cimahi,Jawa Barat,ID,,+62 813-2257-540,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Kopi%20Calf%20To%20Go%20Cimahi&query_place_id=ChIJBRiQ6vflaC4RlJhoyFVdOzo,Kedai Kopi,,,,,,
Huna Ruma,4.8,104.0,Jl. Rd. Embang Artawidjaja No.8,Kota Cimahi,Jawa Barat,ID,https://msha.ke/hunaruma,+62 812-8111-0700,Kafe,,,,,https://www.google.com/maps/search/?api=1&query=Huna%20Ruma&query_place_id=ChIJ-zlArZzlaC4RdvoVZ9raOkM,Kafe,,,,,,
EIGER Adventure Store Raya Barat Cimahi,4.9,358.0,Jl.Raya Barat No.551,Kota Cimahi,Jawa Barat,ID,https://eigeradventure.com/,+62 811-2021-3377,Toko Olahraga Luar Ruangan,,,,,https://www.google.com/maps/search/?api=1&query=EIGER%20Adventure%20Store%20Raya%20Barat%20Cimahi&query_place_id=ChIJ8etwd3HlaC4RNNfm6h1-eYQ,Toko Olahraga Luar Ruangan,,,,,,
DAHAN COFFEE BACKYARD,4.8,285.0,Jl. Ciawitali,Kota Cimahi,Jawa Barat,ID,,+62 851-7688-1430,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=DAHAN%20COFFEE%20BACKYARD&query_place_id=ChIJm-IqrdrlaC4RXlrpHRzVtpk,Kedai Kopi,,,,,,
Warung Kopi Duren,4.8,462.0,Jl. Karantina Ikan,Kota Cimahi,Jawa Barat,ID,,+62 857-1144-4060,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Warung%20Kopi%20Duren&query_place_id=ChIJib6yRQDlaC4R5hgZw8zATwU,Kedai Kopi,,,,,,
Indomaret,4.4,179.0,Jl. Babakan No.41,Kota Cimahi,Jawa Barat,ID,https://indomaret.co.id/,,Minimarket,,,,,https://www.google.com/maps/search/?api=1&query=Indomaret&query_place_id=ChIJv62TKkLkaC4RUduOQSr5kpg,Minimarket,,,,,,
Roempi Coffee Cimahi,4.7,148.0,"Jl. Rd. Embang Artawidjaja No.10, RW.10",Kota Cimahi,Jawa Barat,ID,,+62 878-1799-1526,Kafe,,,,,https://www.google.com/maps/search/?api=1&query=Roempi%20Coffee%20Cimahi&query_place_id=ChIJmXLBCeDlaC4RfaA7s4OmyYQ,Kafe,,,,,,
Wizzmie Cimahi,4.7,5917.0,Jl. Gatot Subroto No.3,Kota Cimahi,Jawa Barat,ID,http://linktr.ee/wizzmieofficial,+62 811-3902-9155,Restoran Mie,,,,,https://www.google.com/maps/search/?api=1&query=Wizzmie%20Cimahi&query_place_id=ChIJad4OoM3laC4Rsd79pN_jnM8,Restoran Mie,,,,,,
Milkyverse Cimahi,4.4,203.0,"Ramayana, Jl. Ria",Kota Cimahi,Jawa Barat,ID,,,Taman bermain,,,,,https://www.google.com/maps/search/?api=1&query=Milkyverse%20Cimahi&query_place_id=ChIJZV6xBADlaC4RoOxrglyzNTc,Taman bermain,,,,,,
LAWSON CIMAHI,3.6,33.0,Jl. Gatot Subroto No.05,Kota Cimahi,Jawa Barat,ID,http://www.lawson.jp/,,Minimarket,,,,,https://www.google.com/maps/search/?api=1&query=LAWSON%20CIMAHI&query_place_id=ChIJSR7cxULlaC4RiVY-BNOBApE,Minimarket,,,,,,
Ramayana Cimahi,4.3,3297.0,Jl. Ria,Kota Cimahi,Jawa Barat,ID,http://ramayana.co.id/,,Toko Pakaian,Toserba,Pusat Perbelanjaan,Toko Swalayan,,https://www.google.com/maps/search/?api=1&query=Ramayana%20Cimahi&query_place_id=ChIJryH734TlaC4RpHtIzysELL8,Toko Pakaian,,,,,,
Alfamart,4.1,49.0,Jl. Cihanjuang Kel No.40,Kota Cimahi,Jawa Barat,ID,,+62 1 500 959,Minimarket,Toko Swalayan,,,,https://www.google.com/maps/search/?api=1&query=Alfamart&query_place_id=ChIJy7-kgzjkaC4RZ0_LLgC9iSk,Minimarket,,,,,,
Ganesha Operation Cimahi,5.0,454.0,Jl. Gatot Subroto No.2,Kota Cimahi,Jawa Barat,ID,http://www.ganeshaoperation.com/,+62 811-2386-373,Pusat Belajar,,,,,https://www.google.com/maps/search/?api=1&query=Ganesha%20Operation%20Cimahi&query_place_id=ChIJZbRrXE7kaC4R4zbCcM1_Y6Y,Pusat Belajar,,,,,,
Holistik Estetika - Cimahi,4.8,36.0,Jl. Jend. H. Amir Machmud No.499c,Kota Cimahi,Jawa Barat,ID,http://www.holistikestetika.com/,+62 22 6651110,Klinik Perawatan Kulit,,,,,https://www.google.com/maps/search/?api=1&query=Holistik%20Estetika%20-%20Cimahi&query_place_id=ChIJW1Z9STjlaC4RdtY9878FNSs,Klinik Perawatan Kulit,,,,,,
Bimbel Nurul Fikri Cihanjuang,5.0,57.0,"Komplek ruko, Jl. Cihanjuang Jl. Duta Regency No.14 Blok A",Kota Cimahi,Jawa Barat,ID,http://bimbelnurulfikri.id/,+62 22 86617002,Kursus,Pusat Pendidikan,,,,https://www.google.com/maps/search/?api=1&query=Bimbel%20Nurul%20Fikri%20Cihanjuang&query_place_id=ChIJv5PdMT_kaC4Rwk-XxtCBaCU,Kursus,,,,,,
MINISO CIMAHI OFFICIAL STORE,4.7,189.0,Jl. Gandawijaya No.48,Kota Cimahi,Jawa Barat,ID,,+62 823-4076-2551,Pusat Perbelanjaan,,,,,https://www.google.com/maps/search/?api=1&query=MINISO%20CIMAHI%20OFFICIAL%20STORE&query_place_id=ChIJAXC-tCflaC4RkEFsKUOU4R0,Pusat Perbelanjaan,,,,,,
Rabbani Cimahi,4.6,1019.0,Jl. Jend. H. Amir Machmud No.224,Kota Cimahi,Jawa Barat,ID,http://www.rabbani.co.id/,+62 22 6646389,Toko Pakaian,,,,,https://www.google.com/maps/search/?api=1&query=Rabbani%20Cimahi&query_place_id=ChIJ-3hy8EbkaC4RP1WT8gJVy6M,Toko Pakaian,,,,,,
Warmindo Ke Sini Lagi,4.8,78.0,"Cimahi Square, Jl. Pabrik Aci No.A-9",Kota Cimahi,Jawa Barat,ID,https://instagram.com/kpopers_cimahi,+62 812-7206-6961,Kafe,,,,,https://www.google.com/maps/search/?api=1&query=Warmindo%20Ke%20Sini%20Lagi&query_place_id=ChIJTZiYNevlaC4RcWkfm02c26c,Kafe,,,,,,
KiFC Photo Studio Cimahi,4.7,1589.0,Jl. Jend. H. Amir Machmud No.348,Kota Cimahi,Jawa Barat,ID,https://www.kifcstudio.com/,+62 895-4214-21421,Studio Fotografi,,,,,https://www.google.com/maps/search/?api=1&query=KiFC%20Photo%20Studio%20Cimahi&query_place_id=ChIJh8u8DUPkaC4RJLrv06szhpg,Studio Fotografi,,,,,,
RM. Ibu Haji Cijantung (IHC) ASLI Purwakarta,4.3,1588.0,Jl. Cihanjuang No.75,Kota Cimahi,Jawa Barat,ID,https://www.facebook.com/IHCcihanjuang/?ref=aymt_homepage_panel,+62 22 20660840,Restoran Sunda,Rumah Makan,,,,https://www.google.com/maps/search/?api=1&query=RM.%20Ibu%20Haji%20Cijantung%20(IHC)%20ASLI%20Purwakarta&query_place_id=ChIJrXK7MD_kaC4RY7EK2gMzW50,Restoran Sunda,,,,,,
"dr Dedi Mulyana,Sp.M",5.0,66.0,Jl. Komp. Nusa Hijau No.K-1,Kota Cimahi,Jawa Barat,ID,,+62 813-2149-2372,Dokter Mata,Dokter,,,,https://www.google.com/maps/search/?api=1&query=dr%20Dedi%20Mulyana%2CSp.M&query_place_id=ChIJyVQNdK3laC4RjOLk6tfPydA,Dokter Mata,,,,,,
Baso Laswi Cimahi,4.8,331.0,Jl.Raya Barat,Kota Cimahi,Jawa Barat,ID,,,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Baso%20Laswi%20Cimahi&query_place_id=ChIJk3WOYwDlaC4RH6JjrZWN9Fc,Restoran,,,,,,
Sentra Ikan Hias,4.7,187.0,Jl. Pasar Atas,Kota Cimahi,Jawa Barat,ID,,+62 856-2469-6970,Pasar,,,,,https://www.google.com/maps/search/?api=1&query=Sentra%20Ikan%20Hias&query_place_id=ChIJk0AeAublaC4RG_J523sU1p8,Pasar,,,,,,
"Tako Buranko, Cimahi",4.4,94.0,Jl. Kolonel Masturi No.25,Kota Cimahi,Jawa Barat,ID,,+62 822-1900-0060,Restoran Takoyaki,,,,,https://www.google.com/maps/search/?api=1&query=Tako%20Buranko%2C%20Cimahi&query_place_id=ChIJmX_Ri7jlaC4Ro1bQgzBnr98,Restoran Takoyaki,,,,,,
BCA KCP Cimahi,3.9,166.0,Jl. Raya Cimahi No.533,Kota Cimahi,Jawa Barat,ID,https://www.bca.co.id/,+62 1 500 888,Bank,ATM,,,,https://www.google.com/maps/search/?api=1&query=BCA%20KCP%20Cimahi&query_place_id=ChIJHfAmG0TkaC4RskG0cZyMVzw,Bank,,,,,,
Bank Mandiri,4.7,1120.0,Jl.Raya Barat No.612,Kota Cimahi,Jawa Barat,ID,http://www.bankmandiri.co.id/,,Bank,ATM,,,,https://www.google.com/maps/search/?api=1&query=Bank%20Mandiri&query_place_id=ChIJmWusAGrkaC4R8jaJ7Wnd3Vk,Bank,,,,,,
Chita tour and travel,5.0,192.0,"Kode Pos : 40513, Jalan Pasantren Komplek Budi asri Raya No.12 B, RT.11/RW.08",Kota Cimahi,Jawa Barat,ID,https://www.chitatours.com/,+62 812-7272-3444,Biro Perjalanan dan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Chita%20tour%20and%20travel&query_place_id=ChIJzarNfADlaC4R54W29m-eNXU,Biro Perjalanan dan Wisata,,,,,,
Cenghar Kopi,4.4,2539.0,Jl. Pesantren No.14,Kota Cimahi,Jawa Barat,ID,,+62 812-2373-4657,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Cenghar%20Kopi&query_place_id=ChIJMaF89TrkaC4RyjfzM0YIKks,Kedai Kopi,,,,,,
Percutian Bajet,5.0,23.0,"Jl. Babakan Loa No.53B, RT.03/RW.03",Kota Cimahi,Jawa Barat,ID,,+62 822-1429-4532,Biro Perjalanan dan Wisata,Agen Sewa Mobil,Biro Wisata,,,https://www.google.com/maps/search/?api=1&query=Percutian%20Bajet&query_place_id=ChIJ-bMIEoLmaC4RP8L5hs3xpxk,Biro Perjalanan dan Wisata,,,,,,
Bento Kopi Cimahi,4.5,805.0,"4H85+J39, Jl. HR. Danurasmaya",Kota Cimahi,Jawa Barat,ID,,+62 838-3896-3789,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Bento%20Kopi%20Cimahi&query_place_id=ChIJGaLWIGblaC4RnU1l7Poxjbg,Kedai Kopi,,,,,,
British American Tobacco (BAT),4.6,3040.0,"7HJ9+9RP, Jl. Pasuketan",Kota Cirebon,Jawa Barat,ID,,,Tujuan Wisata,Bangunan Bersejarah,,,,https://www.google.com/maps/search/?api=1&query=British%20American%20Tobacco%20(BAT)&query_place_id=ChIJ12erfH3ibi4RMNXZ8NRhAV4,Tujuan Wisata,,,,,,
Alun-Alun Kejaksan Kota Cirebon,4.5,17345.0,Jl. Siliwangi No.1,Kota Cirebon,Jawa Barat,ID,,,Tujuan Wisata,Taman,Titik Pemandangan,Taman Kota,,https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Kejaksan%20Kota%20Cirebon&query_place_id=ChIJs3SEy2fibi4RFdm1IEbfx3M,Tujuan Wisata,,,,,,
Kalijaga,4.4,105.0,Gg. Annur No.rt05 rw 03,Kota Cirebon,Jawa Barat,ID,,+62 231 8801152,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Kalijaga&query_place_id=ChIJxUcs0-Idby4RekIzqN08Unc,Tujuan Wisata,,,,,,
Taman Wisata Goa Sunyaragi Cirebon,4.4,12841.0,Jl. Sunyaragi No.5,Kota Cirebon,Jawa Barat,ID,https://bisniscirebon.com/taman-air-goa-sunyaragi-cirebon-pesona-wisata-sejarah-dan-budaya/,+62 812-4163-6768,Tujuan Wisata,Museum,Taman,Bangunan Bersejarah,,https://www.google.com/maps/search/?api=1&query=Taman%20Wisata%20Goa%20Sunyaragi%20Cirebon&query_place_id=ChIJ-9TUV_Idby4RPRDxH--iTo0,Tujuan Wisata,,,,,,
Petilasan Sunan Kalijaga,4.6,893.0,"7H22+QG8, Jl. Bhakti Abri",Kota Cirebon,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Petilasan%20Sunan%20Kalijaga&query_place_id=ChIJq5FEVbAdby4RbO4pCO9t3GY,Tujuan Wisata,,,,,,
Pantai Kejawanan Kota Cirebon,4.1,5601.0,"7H8P+V6W, Jl raya kali jaga kejawanan, Jl. Pelabuhan Perikanan",Kota Cirebon,Jawa Barat,ID,,+62 895-0807-3787,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Kejawanan%20Kota%20Cirebon&query_place_id=ChIJle-tT2Qdby4RvVW2GLkvDoo,Tujuan Wisata,,,,,,
Ki Gede Pedati,4.6,113.0,7HJ6+PHQ,Kota Cirebon,Jawa Barat,ID,,,Tujuan Wisata,Situs purbakala,,,,https://www.google.com/maps/search/?api=1&query=Ki%20Gede%20Pedati&query_place_id=ChIJaedPIXvibi4RgIQxKAzQoVg,Tujuan Wisata,,,,,,
Keraton Kasepuhan,4.5,17433.0,Jl. Kasepuhan No.43,Kota Cirebon,Jawa Barat,ID,https://linktr.ee/keratonkasepuhan,+62 819-3113-2884,Tujuan Wisata,Museum tempat bersejarah,Museum Sejarah,Museum,Bangunan Bersejarah,https://www.google.com/maps/search/?api=1&query=Keraton%20Kasepuhan&query_place_id=ChIJq6qq6mPibi4RlfEd-8sY6iA,Tujuan Wisata,,,,,,
Masjid Merah Panjunan,4.7,1253.0,Jl. Panjunan No.43,Kota Cirebon,Jawa Barat,ID,,,Tujuan Wisata,Masjid,,,,https://www.google.com/maps/search/?api=1&query=Masjid%20Merah%20Panjunan&query_place_id=ChIJRdCEs3zibi4RIduhyCQO2TA,Tujuan Wisata,,,,,,
Masjid Raya At-Taqwa Kota Cirebon,4.8,12684.0,Jl. Kartini No.2,Kota Cirebon,Jawa Barat,ID,https://attaqwacirebon.com/,+62 231 232755,Tujuan Wisata,Masjid,,,,https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20At-Taqwa%20Kota%20Cirebon&query_place_id=ChIJL3aqJWbibi4R8uM90sKjdbM,Tujuan Wisata,,,,,,
Salam Tour Cirebon,4.7,54.0,"Andalus City Cirebon, Andalus City Cirebon Lantai 1, Simpang 6 Kebon Pelok, Kelurahan Kecapi Kecamatan Harjamukti",Kota Cirebon,Jawa Barat,ID,http://salamtour.com/,+62 819-1111-1002,Biro Perjalanan dan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Salam%20Tour%20Cirebon&query_place_id=ChIJi6ErC7gdby4RTXtLRTcomuw,Biro Perjalanan dan Wisata,,,,,,
Museum Kereta Singa Barong,4.7,74.0,"7HFC+4F8, Jl. Jagasatru",Kota Cirebon,Jawa Barat,ID,,,Tujuan Wisata,Museum,Museum Sejarah,,,https://www.google.com/maps/search/?api=1&query=Museum%20Kereta%20Singa%20Barong&query_place_id=ChIJe8tX4X8dby4RIWjzR_HaiAw,Tujuan Wisata,,,,,,
Cirebon Waterland Ade Irma Suryani,4.1,7620.0,Jl. Ade Irma Suryani No.1,Kota Cirebon,Jawa Barat,ID,,+62 822-5811-9291,Tujuan Wisata,Taman,Taman Rekreasi Air,,,https://www.google.com/maps/search/?api=1&query=Cirebon%20Waterland%20Ade%20Irma%20Suryani&query_place_id=ChIJt4oAM4bibi4RjRRKm-SbW6Q,Tujuan Wisata,,,,,,
DB TRANSPORT - TOUR ORGANIZER - RENT CAR,5.0,36.0,Jl. Kedung Menjangan,Kota Cirebon,Jawa Barat,ID,https://www.instagram.com/dbtransport.id/,+62 821-2923-2100,Biro Perjalanan dan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=DB%20TRANSPORT%20-%20TOUR%20ORGANIZER%20-%20RENT%20CAR&query_place_id=ChIJlTsaazsdby4R6_UgqcGiX7E,Biro Perjalanan dan Wisata,,,,,,
Keraton Kacirebonan,4.6,2282.0,Jl. Pulasaren No.51 B,Kota Cirebon,Jawa Barat,ID,https://linktr.ee/kacirebonan,+62 851-5977-3901,Tempat acara,Pusat kebudayaan,Event Organizer (EO),Bangunan Bersejarah,Toko Suvenir,https://www.google.com/maps/search/?api=1&query=Keraton%20Kacirebonan&query_place_id=ChIJq6qqam_ibi4RWtE2MmPxzd0,Tempat acara,Museum,,,,,
Dermaga Warmindo,3.9,49.0,Jl. Ambon warung No.4,Kota Cirebon,Jawa Barat,ID,https://www.instagram.com/dermagawarmindo?igsh=aTduZHIwMGVhbHNq,+62 858-6599-4479,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Dermaga%20Warmindo&query_place_id=ChIJxQxPFnXjbi4Rv0mrt5P13pI,Kedai Kopi,,,,,,
Puskesmas Cangkol,3.8,60.0,Jl. Yos Sudarso Gang Borsumay No.9,Kota Cirebon,Jawa Barat,ID,https://puskesmascangkol.cirebonkota.go.id/,+62 231 222617,Pusat Kesehatan Masyarakat,,,,,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Cangkol&query_place_id=ChIJY8cxvYHibi4RqsQoQaR5jxc,Pusat Kesehatan Masyarakat,,,,,,
Penggung,4.7,123.0,"6GXQ+9XQ, Jl. Jenderal Sudirman",Kota Cirebon,Jawa Barat,ID,,,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Penggung&query_place_id=ChIJh0z7tGYdby4RIReYsEt_G6s,Restoran,,,,,,
Rengganis rumah buku & kopi,4.8,207.0,Jl. Lap. Udara Jl. Penggung Selatan No.30,Kota Cirebon,Jawa Barat,ID,https://instagram.com/rumahrengganis?igshid=4nw6to0dg4tj,+62 812-8805-0802,Kedai Kopi,Toko Buku,Kafe,,,https://www.google.com/maps/search/?api=1&query=Rengganis%20rumah%20buku%20%26%20kopi&query_place_id=ChIJ66Ml9FEdby4RhNVXAuxg8fA,Kedai Kopi,,,,,,
Indomaret Penggung,4.4,69.0,Jl. Lap. Udara Jl. Penggung Selatan No.4,Kota Cirebon,Jawa Barat,ID,http://www.indomaret.co.id/,,Minimarket,,,,,https://www.google.com/maps/search/?api=1&query=Indomaret%20Penggung&query_place_id=ChIJ8_NeGwwdby4RrhEwYCoIzlA,Minimarket,,,,,,
Alfamart Sudirman-Cirebon,4.1,143.0,"Jl. Jenderal Sudirman, RT.05/RW.08",Kota Cirebon,Jawa Barat,ID,,+62 1 500 959,Minimarket,Toko bahan makanan,Toko Swalayan,,,https://www.google.com/maps/search/?api=1&query=Alfamart%20Sudirman-Cirebon&query_place_id=ChIJoY-pXsQdby4RjAmHKEyWtpU,Minimarket,,,,,,
Taman Rusa Gedung Negara Cirebon,4.6,72.0,,Kota Cirebon,Jawa Barat,ID,,+62 878-3915-1646,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Taman%20Rusa%20Gedung%20Negara%20Cirebon&query_place_id=ChIJL2NqLmnjbi4Rjj2U1KNxTxU,Tujuan Wisata,,,,,,
Gedung Negara Cirebon,4.6,345.0,,Kota Cirebon,Jawa Barat,ID,,,Tujuan Wisata,Kantor Pemerintah,Museum tempat bersejarah,,,https://www.google.com/maps/search/?api=1&query=Gedung%20Negara%20Cirebon&query_place_id=ChIJ____P7Pjbi4R8vZU622dAsc,Tujuan Wisata,,,,,,
RedDoorz near Kejaksan Station Cirebon,4.0,137.0,Jl. Kusnan No.101,Kota Cirebon,Jawa Barat,ID,https://www.reddoorz.com/id-id/hotel/indonesia/cirebon/kejaksan/kusnan/reddoorz-near-kejaksan-station-cirebon?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,+62 813-2227-795,Hotel,,,,,https://www.google.com/maps/search/?api=1&query=RedDoorz%20near%20Kejaksan%20Station%20Cirebon&query_place_id=ChIJg-mElJPjbi4RHn5gqUP3CS8,Hotel,,,,,,
Keraton Kasepuhan Wetan's Place Family Of Sultan,5.0,12.0,"Keraton Kasepuhan Cirebon, Jl. Kasepuhan No.43",Kota Cirebon,Jawa Barat,ID,,+62 821-1997-7510,Bangunan Bersejarah,,,,,https://www.google.com/maps/search/?api=1&query=Keraton%20Kasepuhan%20Wetan's%20Place%20Family%20Of%20Sultan&query_place_id=ChIJXcTdhEEdby4RksW9xWOjxoU,Bangunan Bersejarah,,,,,,
Ini Kopi Ulon,4.8,403.0,Jl. Pulasaren No.26,Kota Cirebon,Jawa Barat,ID,http://desty.page/inikopiulon,+62 822-6836-7017,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Ini%20Kopi%20Ulon&query_place_id=ChIJE18tlRPjbi4R2Rdl3bBiM-o,Kedai Kopi,,,,,,
"My Story Cafe, Bistro & Social House",4.5,1306.0,Jl. Pulasaren No.46,Kota Cirebon,Jawa Barat,ID,,+62 231 8300775,Kafe,Kedai Kopi,Restoran,,,https://www.google.com/maps/search/?api=1&query=My%20Story%20Cafe%2C%20Bistro%20%26%20Social%20House&query_place_id=ChIJu0VCV37ibi4R9YthfKnV5PU,Kafe,,,,,,
Wisata Kuliner Pawon Bogana,4.2,33.0,Jl. Pulasaren No.49,Kota Cirebon,Jawa Barat,ID,,+62 851-5977-3901,Restoran Indonesia,Kedai Hidangan Penutup,Restoran,,,https://www.google.com/maps/search/?api=1&query=Wisata%20Kuliner%20Pawon%20Bogana&query_place_id=ChIJ-UeuJH_ibi4R8PfsNXA_sKs,Restoran Indonesia,,,,,,
Museum Pusaka Kasepuhan,4.5,79.0,Jl. Kasepuhan No.15,Kota Cirebon,Jawa Barat,ID,,,Museum Pusaka,,,,,https://www.google.com/maps/search/?api=1&query=Museum%20Pusaka%20Kasepuhan&query_place_id=ChIJ8e0zHIDibi4RtX0TE_LDBUs,Museum Pusaka,,,,,,
Empal Gentong Mang Kama,4.6,40.0,Gg. Astanagarib,Kota Cirebon,Jawa Barat,ID,,,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Empal%20Gentong%20Mang%20Kama&query_place_id=ChIJQSG6m37ibi4RtLsGMnVFITA,Restoran,,,,,,
Alfamart Pulasaren,4.0,64.0,"Jl. Pulasaren No.64, RT.03/RW.07",Kota Cirebon,Jawa Barat,ID,,+62 1 500 959,Minimarket,Toko Swalayan,,,,https://www.google.com/maps/search/?api=1&query=Alfamart%20Pulasaren&query_place_id=ChIJx7mo-n7ibi4RaQoP9gTJCsc,Minimarket,,,,,,
Indomaret Mayor Sastra Atmadja,4.4,181.0,"Jl. Sastra Atmaja No. 3, RT. 08 / RW. 06, Jl. May Sastraatmaja No.3, RT.08/RW.06",Kota Cirebon,Jawa Barat,ID,http://indomaret.co.id/,+62 231 200252,Minimarket,,,,,https://www.google.com/maps/search/?api=1&query=Indomaret%20Mayor%20Sastra%20Atmadja&query_place_id=ChIJp8qAXIDibi4RvZ2rK7G4vmg,Minimarket,,,,,,
Indomaret Kutagara,3.5,96.0,Jl. Kutagara No.22,Kota Cirebon,Jawa Barat,ID,http://www.indomaret.co.id/,+62 231 204668,Minimarket,Toko Swalayan,,,,https://www.google.com/maps/search/?api=1&query=Indomaret%20Kutagara&query_place_id=ChIJxSCcpoAdby4RHzOHnqX6dFY,Minimarket,,,,,,
Alfamart Pegajahan,3.2,19.0,"Jl. Pegajahan No.36, RT.2/RW.004",Kota Cirebon,Jawa Barat,ID,,+62 1 500 959,Minimarket,Toko Swalayan,,,,https://www.google.com/maps/search/?api=1&query=Alfamart%20Pegajahan&query_place_id=ChIJywosQ4Dibi4RoczVgVpZogI,Minimarket,,,,,,
Terajeh Coffee and Steak House,4.5,1359.0,Jl. Merdeka No.57,Kota Cirebon,Jawa Barat,ID,,+62 821-1494-1212,Kedai Kopi,Kafe,Restoran,,,https://www.google.com/maps/search/?api=1&query=Terajeh%20Coffee%20and%20Steak%20House&query_place_id=ChIJ_boUlIDibi4RMH8GqqftT1M,Kedai Kopi,,,,,,
Aethernic Clinic Cirebon,5.0,354.0,Jl. Pulasaren No.25,Kota Cirebon,Jawa Barat,ID,http://bio.link/aethernicclinic,+62 851-9424-1124,Klinik Perawatan Kulit,,,,,https://www.google.com/maps/search/?api=1&query=Aethernic%20Clinic%20Cirebon&query_place_id=ChIJzyxDMQDjbi4R3VeyDELUFZc,Klinik Perawatan Kulit,,,,,,
Nobu Bank Cirebon,4.9,155.0,Jl. Yos Sudarso No.33,Kota Cirebon,Jawa Barat,ID,https://location.nobubank.com/nobu-national-bank-cirebon-yos-sudarso-banks-lemahwungku-cirebon-461088/Home?utm_source=locator&utm_medium=googleplaces,+62 231 223631,Bank,ATM,Layanan perbankan bisnis,Bank sektor swasta,Bank Tabungan,https://www.google.com/maps/search/?api=1&query=Nobu%20Bank%20Cirebon&query_place_id=ChIJh-vK5Yzjbi4RyT8Ml91ig0Q,Bank,,,,,,
GADO-GADO AYAM MANG DJUM CIREBON,4.5,373.0,No.53,Kota Cirebon,Jawa Barat,ID,,+62 882-0002-89472,Restoran Indonesia,Restoran Tahu,,,,https://www.google.com/maps/search/?api=1&query=GADO-GADO%20AYAM%20MANG%20DJUM%20CIREBON&query_place_id=ChIJ2RVw137ibi4RAfrsSDg5x74,Restoran Indonesia,,,,,,
Planet Ban Pekalipan,4.3,45.0,"Jl. Pulasaren No. 84 RT: 04 RW :, 07, RW.Kelurahan :",Kota Cirebon,Jawa Barat,ID,https://lokasi.planetban.com/planet-ban-jalan-pulasaren-pekalipan-motorcycle-repair-shop-pekalipan-cirebon-393935/Home?utm_source=locator&utm_medium=googleplaces,+62 817-0006-055,Bengkel Sepeda Motor,Bengkel Motor Skuter,Toko Suku Cadang Motor,Layanan ban,Toko Ban,https://www.google.com/maps/search/?api=1&query=Planet%20Ban%20Pekalipan&query_place_id=ChIJe7xqdD_jbi4RcOVzRRENqcc,Bengkel Sepeda Motor,,,,,,
